source_sheet,source_row,source_id,source_code_lexical,proposed_governed_code,source_label,source_status,domain,current_pilot_id,current_pilot_path,current_model_issue,recommended_resource,recommended_model,recommended_action,decision_status,legacy_code_mapping_candidates,same_label_aom_candidates,exact_definition_aom_candidates,authority_label_candidates,evidence_ids,reviewer,review_date,rationale
out,62,out:221,221,221,Infiltration Rate,FALSE,cross-domain-environment,era:outcome:221.0,Resilience / Physical / Soil Quality / Infiltration Rate,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree. Pilot notation differs from source lexical code.,module-review,sosa-property-plus-procedure-quantity-and-basis,reuse-existing-aom-id-candidate,proposed,AOM_000492,AOM_000492,AOM_000492,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Normalized label and definition match one existing AOM concept; module placement still needs approval.
out,63,out:228,228,228,Cation Exchange Capacity,FALSE,cross-domain-environment,era:outcome:228.0,Resilience / Physical / Soil Quality / Cation Exchange Capacity,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree. Pilot notation differs from source lexical code.,module-review,sosa-property-plus-procedure-quantity-and-basis,reuse-existing-aom-id-candidate,proposed,AOM_000493,AOM_000493,AOM_000493,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Normalized label and definition match one existing AOM concept; module placement still needs approval.
out,64,out:228.1,228.1,228.1,Effective Cation Exchange Capacity,FALSE,cross-domain-environment,era:outcome:228.1,Resilience / Physical / Soil Quality / Effective Cation Exchange Capacity,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,module-review,sosa-property-plus-procedure-quantity-and-basis,reuse-existing-aom-id-candidate,proposed,AOM_000494,AOM_000494,AOM_000494,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Normalized label and definition match one existing AOM concept; module placement still needs approval.
out,65,out:270,270,270,Yield Stability,FALSE,cross-domain-environment,era:outcome:270.0,Resilience / Physical / Yield Stability / Yield Stability,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree. Pilot notation differs from source lexical code.,module-review,sosa-property-plus-procedure-quantity-and-basis,reuse-existing-aom-id-candidate,proposed,AOM_000496,AOM_000496,AOM_000496,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Normalized label and definition match one existing AOM concept; module placement still needs approval.
out,66,out:236.1,236.1,236.1,Animal Survival,FALSE,livestock,era:outcome:236.1,Resilience / Physical / Animal Survival / Animal Survival,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,aom-livestock,sosa-property-plus-procedure-quantity-and-basis,reuse-existing-aom-id-candidate,proposed,AOM_000497,AOM_000497,AOM_000497,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Normalized label and definition match one existing AOM concept; module placement still needs approval.
out,67,out:236.2,236.2,236.2,Animal Mortality,FALSE,livestock,era:outcome:236.2,Resilience / Physical / Animal Survival / Animal Mortality,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,aom-livestock,sosa-property-plus-procedure-quantity-and-basis,reuse-existing-aom-id-candidate,proposed,AOM_000498,AOM_000498,AOM_000498,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Normalized label and definition match one existing AOM concept; module placement still needs approval.
out,68,out:232.1,232.1,232.1,Water Use,FALSE,cross-domain-environment,era:outcome:232.1,Resilience / Efficiency / Efficiency / Water Use,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,module-review,sosa-property-plus-procedure-quantity-and-basis,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
out,69,out:232.2,232.2,232.2,Water Use Efficiency,FALSE,cross-domain-environment,era:outcome:232.2,Resilience / Efficiency / Efficiency / Water Use Efficiency,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,module-review,sosa-property-plus-procedure-quantity-and-basis,hold-existing-aom-code-mapping-review,held,AOM_000500,AOM_000500,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,One legacy code mapping exists but exact identity is not established by definition.
out,70,out:232.3,232.3,232.3,Depreciated -Water Use (Rain & Irrigation),TRUE,cross-domain-environment,era:outcome:232.3,Resilience / Efficiency / Efficiency / Depreciated -Water Use (Rain & Irrigation),Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,module-review,sosa-property-plus-procedure-quantity-and-basis,hold-deprecated-source-record,held,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Deprecated source row requires replacement or lifecycle decision; it must not become a new active identity.
out,71,out:232.4,232.4,232.4,Depreciated - Water Use (Irrigation),TRUE,cross-domain-environment,era:outcome:232.4,Resilience / Efficiency / Efficiency / Depreciated - Water Use (Irrigation),Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,module-review,sosa-property-plus-procedure-quantity-and-basis,hold-deprecated-source-record,held,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Deprecated source row requires replacement or lifecycle decision; it must not become a new active identity.
out,72,out:232.5,232.5,232.5,Depreciated - Water Use (Unspecified),TRUE,cross-domain-environment,era:outcome:232.5,Resilience / Efficiency / Efficiency / Depreciated - Water Use (Unspecified),Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,module-review,sosa-property-plus-procedure-quantity-and-basis,hold-deprecated-source-record,held,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Deprecated source row requires replacement or lifecycle decision; it must not become a new active identity.
out,73,out:233,233,233,Nitrogen Use Efficiency (ARE Unspecificed),FALSE,cross-domain-environment,era:outcome:233.0,Resilience / Efficiency / Efficiency / Nitrogen Use Efficiency (ARE Unspecificed),Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree. Pilot notation differs from source lexical code.,module-review,sosa-property-plus-procedure-quantity-and-basis,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
out,74,out:233.1,233.1,233.1,Nitrogen Use Efficiency (ARE Product),FALSE,cross-domain-environment,era:outcome:233.1,Resilience / Efficiency / Efficiency / Nitrogen Use Efficiency (ARE Product),Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,module-review,sosa-property-plus-procedure-quantity-and-basis,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
out,75,out:233.2,233.2,233.2,Nitrogen Use Efficiency (ARE AGB),FALSE,cross-domain-environment,era:outcome:233.2,Resilience / Efficiency / Efficiency / Nitrogen Use Efficiency (ARE AGB),Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,module-review,sosa-property-plus-procedure-quantity-and-basis,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
out,76,out:233.3,233.3,233.3,Nitrogen Use Efficiency (Isotopic Product),FALSE,cross-domain-environment,era:outcome:233.3,Resilience / Efficiency / Efficiency / Nitrogen Use Efficiency (Isotopic Product),Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,module-review,sosa-property-plus-procedure-quantity-and-basis,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
out,77,out:233.4,233.4,233.4,Nitrogen Use Efficiency (Isotopic AGB),FALSE,cross-domain-environment,era:outcome:233.4,Resilience / Efficiency / Efficiency / Nitrogen Use Efficiency (Isotopic AGB),Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,module-review,sosa-property-plus-procedure-quantity-and-basis,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
out,78,out:233.5,233.5,233.5,Nitrogen Use Efficiency (PNB Product),FALSE,cross-domain-environment,era:outcome:233.5,Resilience / Efficiency / Efficiency / Nitrogen Use Efficiency (PNB Product),Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,module-review,sosa-property-plus-procedure-quantity-and-basis,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
out,79,out:233.6,233.6,233.6,Nitrogen Use Efficiency (PNB AGB),FALSE,cross-domain-environment,era:outcome:233.6,Resilience / Efficiency / Efficiency / Nitrogen Use Efficiency (PNB AGB),Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,module-review,sosa-property-plus-procedure-quantity-and-basis,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
out,80,out:257.1,257.1,257.1,Nitrogen Agronomic Efficiency,FALSE,cross-domain-environment,era:outcome:257.1,Resilience / Efficiency / Efficiency / Nitrogen Agronomic Efficiency,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,module-review,sosa-property-plus-procedure-quantity-and-basis,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
out,81,out:257.3,257.3,257.3,Nitrogen Agronomic Efficiency (AGB),FALSE,cross-domain-environment,era:outcome:257.3,Resilience / Efficiency / Efficiency / Nitrogen Agronomic Efficiency (AGB),Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,module-review,sosa-property-plus-procedure-quantity-and-basis,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
out,82,out:257.2,257.2,257.2,Nitrogen Factor Productivity,FALSE,cross-domain-environment,era:outcome:257.2,Resilience / Efficiency / Efficiency / Nitrogen Factor Productivity,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,module-review,sosa-property-plus-procedure-quantity-and-basis,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
out,83,out:238,238,238,Nitrogen (Apparent Efficiency Animals Feed),FALSE,livestock,era:outcome:238.0,Resilience / Efficiency / Efficiency / Nitrogen (Apparent Efficiency Animals Feed),Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree. Pilot notation differs from source lexical code.,aom-livestock,sosa-property-plus-procedure-quantity-and-basis,hold-existing-aom-code-mapping-review,held,AOM_000509,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,One legacy code mapping exists but exact identity is not established by definition.
out,84,out:234,234,234,Phosphorus Use Efficiency (ARE Unspecified),FALSE,cross-domain-environment,era:outcome:234.0,Resilience / Efficiency / Efficiency / Phosphorus Use Efficiency (ARE Unspecified),Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree. Pilot notation differs from source lexical code.,module-review,sosa-property-plus-procedure-quantity-and-basis,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
out,85,out:234.1,234.1,234.1,Phosphorus Use Efficiency (ARE Product),FALSE,cross-domain-environment,era:outcome:234.1,Resilience / Efficiency / Efficiency / Phosphorus Use Efficiency (ARE Product),Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,module-review,sosa-property-plus-procedure-quantity-and-basis,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
out,86,out:234.2,234.2,234.2,Phosphorus Use Efficiency (ARE AGB),FALSE,cross-domain-environment,era:outcome:234.2,Resilience / Efficiency / Efficiency / Phosphorus Use Efficiency (ARE AGB),Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,module-review,sosa-property-plus-procedure-quantity-and-basis,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
out,87,out:258,258,258,Phosphorus Agronomic Efficiency,FALSE,cross-domain-environment,era:outcome:258.0,Resilience / Efficiency / Efficiency / Phosphorus Agronomic Efficiency,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree. Pilot notation differs from source lexical code.,module-review,sosa-property-plus-procedure-quantity-and-basis,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
out,88,out:258.2,258.2,258.2,Phosphorus Factor Productivity,FALSE,cross-domain-environment,era:outcome:258.2,Resilience / Efficiency / Efficiency / Phosphorus Factor Productivity,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,module-review,sosa-property-plus-procedure-quantity-and-basis,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
